invoice_number,vendor,amount,invoice_date,due_date,status,po_number
INV-2026-1300,Union Square Legal Services,434.17,2026-04-21,2026-06-05,pending,PO-4445
INV-2026-1301,Union Square Legal Services,128.07,2026-06-08,2026-07-08,paid,PO-4370
INV-2026-1302,Cascade HVAC Repair,269.54,2026-05-31,2026-06-30,overdue,PO-4210
INV-2026-1303,Sunrise Office Supplies,1493.44,2026-04-21,2026-05-21,pending,PO-4761
INV-2026-1304,Premier Print & Design,1652.91,2026-06-22,2026-08-06,paid,PO-4321
INV-2026-1305,Anchor Point Insurance,174.71,2026-06-09,2026-07-09,pending,PO-4959
INV-2026-1306,"Apex Logistics, LLC",61.69,2026-05-04,2026-06-03,paid,PO-4872
INV-2026-1307,Premier Print & Design,357.69,2026-04-19,2026-05-19,pending,PO-4818
INV-2026-1308,Premier Print & Design,983.0,2026-05-09,2026-06-08,paid,PO-4858
INV-2026-1309,Vertex IT Solutions,246.23,2026-04-26,2026-06-10,pending,PO-4211
INV-2026-1310,Union Square Legal Services,663.72,2026-04-03,2026-05-03,paid,PO-4458
INV-2026-1311,Premier Print & Design,870.41,2026-05-20,2026-07-04,pending,PO-4686
INV-2026-1312,Riverside Payroll Services,272.0,2026-04-20,2026-05-20,overdue,PO-4910
INV-2026-1313,Apex Logistics LLC,634.47,2026-06-27,2026-07-12,paid,PO-4764
INV-2026-1314,Golden Gate Catering,822.6,2026-05-11,2026-06-10,pending,PO-4776
INV-2026-1315,Union Square Legal Services,889.5,2026-05-10,2026-06-09,overdue,PO-4321
INV-2026-1316,Cascade HVAC Repair,633.84,2026-06-26,2026-07-26,paid,PO-4416
INV-2026-1317,Vertex IT Solutions,322.1,2026-04-13,2026-05-13,pending,PO-4065
INV-2026-1318,Anchor Point Insurance,519.65,2026-05-27,2026-06-26,paid,PO-4943
INV-2026-1319,Golden Gate Catering,2271.82,2026-05-12,2026-06-11,paid,PO-4056
INV-2026-1320,Silverline Telecom,391.8,2026-06-27,2026-07-27,paid,PO-4445
INV-2026-1321,Golden Gate Catering,554.87,2026-06-20,2026-07-05,paid,PO-4308
INV-2026-1322,Northside Security Systems,1562.33,2026-05-30,2026-06-29,paid,PO-4150
INV-2026-1323,Riverside Payroll Services,244.09,2026-06-02,2026-06-17,paid,PO-4322
INV-2026-1324,Coastal Cleaning Services,309.24,2026-04-22,2026-05-22,paid,PO-4892
INV-2026-1325,Premier Print & Design,2630.34,2026-05-27,2026-06-26,paid,PO-4838
INV-2026-1326,Cascade HVAC Repair,948.79,2026-05-20,2026-06-04,pending,PO-4994
INV-2026-1327,Union Square Legal Services,7537.39,2026-05-02,2026-06-01,overdue,PO-4589
INV-2026-1328,Cascade HVAC Repair,516.23,2026-04-06,2026-05-06,paid,PO-4891
INV-2026-1329,Union Square Legal Services,4256.43,2026-06-01,2026-07-01,overdue,PO-4773
INV-2026-1330,Premier Print & Design,280.75,,2026-06-17,overdue,PO-4737
INV-2026-1331,Premier Print & Design,619.27,2026-05-23,2026-07-07,paid,PO-4994
INV-2026-1332,Vertex IT Solutions,908.05,2026-05-07,2026-06-21,overdue,PO-4808
INV-2026-1333,Riverside Payroll Services,440.64,2026-04-05,2026-05-20,paid,PO-4747
INV-2026-1334,Coastal Cleaning Services,128.13,2026-04-28,2026-05-28,paid,PO-4355
INV-2026-1335,sunrise office supplies,1045.62,2026-06-22,2026-07-22,pending,PO-4583
INV-2026-1336,Union Square Legal Services,914.22,2026-06-13,2026-07-13,overdue,PO-4255
INV-2026-1337,BrightPath Marketing,1292.75,2026-05-24,2026-06-08,paid,PO-4114
INV-2026-1338,"Apex Logistics, LLC",654.42,2026-05-12,2026-06-11,paid,PO-4201
INV-2026-1339,Harborview Consulting Group,2880.27,2026-05-05,2026-06-04,overdue,PO-4355
INV-2026-1340,Silverline Telecom,506.22,2026-06-09,2026-07-09,pending,PO-4974
INV-2026-1341,Riverside Payroll Services,514.85,2026-04-03,2026-04-18,pending,PO-4564
INV-2026-1342,Cascade HVAC Repair,1435.39,2026-06-07,2026-07-07,paid,PO-4944
INV-2026-1343,Riverside Payroll Services,289.67,2026-05-23,2026-06-22,pending,PO-4377
INV-2026-1344,Anchor Point Insurance,542.37,2026-05-08,2026-06-07,pending,PO-4022
INV-2026-1345,Cascade HVAC Repair,1205.61,2026-04-30,2026-05-30,paid,PO-4341
INV-2026-1346,Anchor Point Insurance,3332.98,2026-04-13,2026-05-28,pending,PO-4866
INV-2026-1347,Metro Fleet Maintenance,,2026-06-15,2026-07-15,pending,PO-4368
INV-2026-1348,Riverside Payroll Services,2148.15,2026-06-23,2026-07-23,paid,PO-4539
INV-2026-1349,Silverline Telecom,1239.46,2026-04-28,2026-05-13,paid,PO-4890
INV-2026-1350,Riverside Payroll Services,,2026-04-04,2026-05-19,paid,PO-4504
INV-2026-1351,Union Square Legal Services,413.65,2026-06-29,2026-08-13,paid,PO-4984
INV-2026-1352,Riverside Payroll Services,1529.78,2026-06-23,2026-08-07,pending,PO-4968
INV-2026-1353,Northside Security Systems,1691.6,2026-05-31,2026-06-30,paid,PO-4597
INV-2026-1354,sunrise office supplies,466.44,2026-06-20,2026-07-05,paid,PO-4162
INV-2026-1355,Union Square Legal Services,585.67,2026-05-12,2026-05-27,overdue,PO-4535
INV-2026-1356,Golden Gate Catering,1423.29,2026-04-21,2026-05-06,pending,PO-4776
INV-2026-1357,Metro Fleet Maintenance,4978.58,2026-05-09,2026-05-24,paid,PO-4112
INV-2026-1358,Coastal Cleaning Services,265.95,2026-05-08,2026-06-22,overdue,PO-4748
INV-2026-1359,BrightPath Marketing,535.54,2026-06-06,2026-07-06,overdue,PO-4763
INV-2026-1360,Vertex IT Solutions,1638.32,2026-06-12,2026-07-12,paid,PO-4531
INV-2026-1361,Silverline Telecom,313.38,2026-06-01,2026-07-01,paid,PO-4697
INV-2026-1362,"Apex Logistics, LLC",384.78,2026-06-06,2026-07-06,pending,PO-4816
INV-2026-1363,Silverline Telecom,1358.87,2026-05-17,2026-06-16,pending,PO-4799
INV-2026-1364,Vertex IT Solutions,1111.36,2026-04-10,2026-05-10,paid,PO-4819
INV-2026-1365,Sunrise Office Supplies,740.5,2026-06-11,2026-07-11,pending,PO-4101
INV-2026-1366,Cascade HVAC Repair,714.43,2026-06-06,2026-07-06,paid,PO-4257
INV-2026-1367,Harborview Consulting Group,1924.3,2026-05-17,2026-06-01,paid,PO-4241
INV-2026-1368,Premier Print & Design,2270.92,2026-05-21,2026-07-05,paid,PO-4581
INV-2026-1369,Cascade HVAC Repair,502.81,2026-06-06,2026-07-21,paid,PO-4260
INV-2026-1370,Cascade HVAC Repair,784.4,2026-05-07,2026-06-06,pending,PO-4220
INV-2026-1371,Vertex IT Solutions,682.14,2026-05-14,2026-05-29,pending,PO-4052
INV-2026-1372,"Apex Logistics, LLC",69.54,2026-06-27,2026-08-11,pending,PO-4892
INV-2026-1373,Golden Gate Catering,749.74,2026-06-19,2026-07-19,paid,PO-4659
INV-2026-1374,Vertex IT Solutions,174.95,2026-06-17,2026-07-17,pending,PO-4368
INV-2026-1375,Metro Fleet Maintenance,465.79,2026-05-04,2026-06-03,overdue,PO-4493
INV-2026-1376,Union Square Legal Services,240.03,2026-06-24,2026-08-08,paid,PO-4908
INV-2026-1377,Harborview Consulting Group,2446.32,2026-04-27,2026-05-27,pending,PO-4137
INV-2026-1378,Apex Logistics LLC,632.61,2026-04-10,2026-05-10,overdue,PO-4255
INV-2026-1379,Riverside Payroll Services,74.88,2026-06-24,2026-07-09,overdue,PO-4910
INV-2026-1380,Northside Security Systems,897.42,2026-06-21,2026-07-06,pending,PO-4533
INV-2026-1381,Riverside Payroll Services,368.85,2026-06-16,2026-07-31,pending,PO-4938
INV-2026-1382,Silverline Telecom,813.04,2026-05-18,2026-07-02,paid,PO-4452
INV-2026-1383,Union Square Legal Services,657.15,2026-04-28,2026-05-13,paid,PO-4567
INV-2026-1384,Brightpath Marketing,507.29,2026-04-19,2026-06-03,overdue,PO-4219
INV-2026-1385,Coastal Cleaning Services,186.42,2026-04-01,2026-05-01,overdue,PO-4017
INV-2026-1386,Harborview Consulting Group,2431.48,2026-05-23,2026-07-07,overdue,PO-4083
INV-2026-1387,Riverside Payroll Services,273.86,2026-04-22,2026-05-07,pending,PO-4724
INV-2026-1388,Anchor Point Insurance,606.58,2026-05-29,2026-06-13,overdue,PO-4144
INV-2026-1389,Riverside Payroll Services,450.9,2026-06-24,2026-07-09,paid,PO-4842
INV-2026-1390,Cascade HVAC Repair,241.46,2026-04-21,2026-05-21,pending,PO-4139
INV-2026-1391,Premier Print & Design,8223.39,,2026-05-03,paid,PO-4942
INV-2026-1392,Harborview Consulting Group,569.95,2026-04-02,2026-04-17,paid,PO-4333
INV-2026-1393,Riverside Payroll Services,252.52,2026-04-16,2026-05-16,pending,PO-4304
INV-2026-1394,Metro Fleet Maintenance,580.0,2026-04-17,2026-06-01,overdue,PO-4343
INV-2026-1395,Golden Gate Catering,3686.76,2026-06-20,2026-07-05,pending,PO-4135
INV-2026-1396,Apex Logistics LLC,1292.65,2026-06-24,2026-07-24,pending,PO-4771
INV-2026-1397,Metro Fleet Maintenance,1592.01,2026-04-05,2026-05-05,overdue,PO-4959
INV-2026-1398,Harborview Consulting Group,4179.21,2026-05-13,2026-05-28,pending,PO-4101
INV-2026-1399,Union Square Legal Services,17761.81,2026-05-19,2026-06-18,paid,PO-4419
INV-2026-1400,Northside Security Systems,872.94,2026-06-12,2026-07-12,paid,PO-4042
INV-2026-1401,Silverline Telecom,244.89,2026-06-02,2026-06-17,overdue,PO-4661
INV-2026-1402,Cascade HVAC Repair,300.36,2026-06-16,2026-07-01,pending,PO-4159
INV-2026-1403,Brightpath Marketing,2398.57,2026-05-02,2026-06-01,paid,PO-4290
INV-2026-1403,Brightpath Marketing,2398.57,2026-05-19,2026-06-18,paid,PO-4290
INV-2026-1404,Brightpath Marketing,948.59,2026-04-04,2026-05-04,pending,PO-4489
INV-2026-1405,Brightpath Marketing,1330.94,2026-06-03,2026-07-18,overdue,PO-4742
INV-2026-1406,Silverline Telecom,610.78,2026-05-31,2026-06-30,pending,PO-4707
INV-2026-1407,Riverside Payroll Services,3558.86,2026-06-18,2026-07-18,overdue,PO-4211
INV-2026-1408,sunrise office supplies,783.07,2026-06-07,2026-06-22,pending,PO-4093
INV-2026-1409,Anchor Point Insurance,419.36,2026-04-14,2026-05-14,pending,PO-4024
INV-2026-1410,Anchor Point Insurance,343.94,2026-06-15,2026-07-15,overdue,PO-4133
INV-2026-1411,Riverside Payroll Services,636.94,2026-04-12,2026-05-12,overdue,PO-4486
INV-2026-1412,Metro Fleet Maintenance,1322.03,2026-05-15,2026-06-14,pending,PO-4795
INV-2026-1413,Harborview Consulting Group,871.1,2026-04-18,2026-06-02,overdue,PO-4685
INV-2026-1414,Anchor Point Insurance,742.95,2026-05-16,2026-06-15,overdue,PO-4900
INV-2026-1415,Metro Fleet Maintenance,1008.46,2026-06-24,2026-08-08,paid,PO-4174
INV-2026-1416,sunrise office supplies,648.99,2026-06-08,2026-07-08,paid,PO-4130
INV-2026-1417,Coastal Cleaning Services,6902.55,2026-04-01,2026-05-01,paid,PO-4212
INV-2026-1418,Cascade HVAC Repair,384.5,2026-04-23,2026-06-07,overdue,PO-4489
INV-2026-1419,Brightpath Marketing,2226.61,2026-05-13,2026-06-27,paid,PO-4273
INV-2026-1420,Golden Gate Catering,543.15,2026-04-12,2026-05-12,overdue,PO-4828
INV-2026-1421,Vertex IT Solutions,2204.53,2026-06-04,2026-06-19,overdue,PO-4070
INV-2026-1422,Golden Gate Catering,527.83,2026-04-09,2026-04-24,pending,PO-4243
INV-2026-1423,Coastal Cleaning Services,873.51,2026-06-26,2026-07-11,paid,PO-4607
INV-2026-1424,SUNRISE OFFICE SUPPLIES,543.83,2026-05-05,2026-06-19,pending,PO-4490
INV-2026-1425,"Apex Logistics, LLC",523.98,2026-06-09,2026-07-09,overdue,PO-4358
INV-2026-1426,Anchor Point Insurance,224.69,2026-04-12,2026-04-27,paid,PO-4264
INV-2026-1427,Metro Fleet Maintenance,312.39,2026-04-17,2026-05-02,paid,PO-4863
INV-2026-1428,Apex Logistics LLC,623.15,2026-04-27,2026-05-27,paid,PO-4371
INV-2026-1429,sunrise office supplies,781.69,2026-04-12,2026-05-12,overdue,PO-4576
INV-2026-1430,Vertex IT Solutions,206.69,2026-05-23,2026-07-07,paid,PO-4739
INV-2026-1431,Golden Gate Catering,142.32,2026-04-08,2026-04-23,pending,PO-4635
INV-2026-1432,Vertex IT Solutions,740.68,,2026-05-27,overdue,PO-4563
INV-2026-1433,Vertex IT Solutions,797.3,2026-05-08,2026-06-22,overdue,PO-4356
INV-2026-1434,Northside Security Systems,882.82,2026-05-11,2026-06-10,pending,PO-4655
INV-2026-1435,Anchor Point Insurance,756.89,2026-05-06,2026-05-21,paid,PO-4076
INV-2026-1436,Apex Logistics LLC,200.6,2026-05-15,2026-06-14,overdue,PO-4497
INV-2026-1437,Riverside Payroll Services,2329.68,2026-06-08,2026-07-08,pending,PO-4013
INV-2026-1438,Vertex IT Solutions,114.14,2026-06-29,2026-08-13,overdue,PO-4837
INV-2026-1439,Cascade HVAC Repair,973.78,2026-06-05,2026-07-20,paid,PO-4687
INV-2026-1440,Vertex IT Solutions,12164.57,2026-04-18,2026-05-18,pending,PO-4344
INV-2026-1441,Silverline Telecom,83.65,2026-06-15,2026-06-30,paid,PO-4684
INV-2026-1442,"Apex Logistics, LLC",452.6,2026-06-05,2026-06-20,overdue,PO-4263
INV-2026-1443,Harborview Consulting Group,610.35,2026-05-05,2026-06-04,overdue,PO-4666
INV-2026-1444,Anchor Point Insurance,217.57,2026-04-11,2026-05-11,pending,PO-4328
INV-2026-1445,Northside Security Systems,456.96,2026-04-18,2026-05-18,overdue,PO-4854
INV-2026-1446,Metro Fleet Maintenance,77.94,2026-06-13,2026-06-28,pending,PO-4832
INV-2026-1447,Northside Security Systems,11938.52,,2026-07-18,pending,PO-4727
INV-2026-1448,Vertex IT Solutions,1366.36,2026-04-04,2026-05-04,pending,PO-4764
INV-2026-1449,Cascade HVAC Repair,1855.57,2026-06-26,2026-08-10,paid,PO-4120
INV-2026-1450,Brightpath Marketing,1148.68,2026-04-24,2026-05-24,paid,PO-4645
INV-2026-1451,Vertex IT Solutions,2503.25,2026-06-16,2026-07-01,paid,PO-4755
INV-2026-1451,Vertex IT Solutions,2503.25,2026-07-03,2026-07-18,paid,PO-4755
INV-2026-1451,Vertex IT Solutions,2503.25,2026-07-20,2026-08-04,paid,PO-4755
INV-2026-1452,Apex Logistics LLC,889.82,2026-04-01,2026-05-16,overdue,PO-4355
INV-2026-1453,Golden Gate Catering,377.83,2026-05-23,2026-06-22,overdue,PO-4049
INV-2026-1454,Premier Print & Design,262.9,2026-04-22,2026-05-22,overdue,PO-4648
INV-2026-1455,BrightPath Marketing,654.51,2026-04-01,2026-05-01,overdue,PO-4590
INV-2026-1456,Anchor Point Insurance,303.75,2026-06-05,2026-07-05,overdue,PO-4832
INV-2026-1457,Metro Fleet Maintenance,1931.22,2026-06-21,2026-07-21,paid,PO-4299
INV-2026-1458,Riverside Payroll Services,6029.57,2026-04-29,2026-05-29,paid,PO-4192
INV-2026-1459,Brightpath Marketing,1052.29,2026-05-22,2026-06-21,overdue,PO-4376
INV-2026-1460,Silverline Telecom,151.38,2026-06-24,2026-07-09,pending,PO-4047
INV-2026-1461,Riverside Payroll Services,4744.2,2026-04-19,2026-05-19,paid,PO-4343
INV-2026-1462,Premier Print & Design,,2026-04-25,2026-05-25,overdue,PO-4140
INV-2026-1463,Vertex IT Solutions,1278.73,2026-04-04,2026-05-04,paid,PO-4607
INV-2026-1464,Harborview Consulting Group,413.41,2026-06-21,2026-07-21,overdue,PO-4814
INV-2026-1465,Apex Logistics LLC,773.73,2026-04-30,2026-05-30,paid,PO-4547
INV-2026-1466,Harborview Consulting Group,320.52,2026-05-13,2026-05-28,paid,PO-4894
INV-2026-1467,Premier Print & Design,1228.05,2026-05-31,2026-06-30,paid,PO-4436
INV-2026-1468,Premier Print & Design,1105.99,2026-06-05,2026-07-05,overdue,PO-4777
INV-2026-1469,SUNRISE OFFICE SUPPLIES,2803.21,2026-04-09,2026-05-24,paid,PO-4508
INV-2026-1470,Riverside Payroll Services,464.83,2026-04-13,2026-04-28,pending,PO-4628
INV-2026-1471,Riverside Payroll Services,870.32,2026-05-17,2026-06-16,paid,PO-4408
INV-2026-1472,BrightPath Marketing,739.22,2026-05-22,2026-06-06,pending,PO-4061
INV-2026-1473,sunrise office supplies,313.92,2026-04-28,2026-05-13,overdue,PO-4010
INV-2026-1474,Premier Print & Design,466.3,2026-04-07,2026-05-22,pending,PO-4273
INV-2026-1475,Metro Fleet Maintenance,276.0,2026-05-19,2026-06-03,overdue,PO-4473
INV-2026-1476,Union Square Legal Services,3423.19,2026-05-28,2026-07-12,paid,PO-4086
INV-2026-1477,Riverside Payroll Services,482.62,2026-06-17,2026-08-01,pending,PO-4044
INV-2026-1478,Golden Gate Catering,372.74,2026-05-26,2026-07-10,overdue,PO-4264
INV-2026-1479,Premier Print & Design,272.9,2026-05-23,2026-06-22,pending,PO-4996
INV-2026-1480,sunrise office supplies,735.8,2026-06-27,2026-07-12,overdue,PO-4562
INV-2026-1481,Union Square Legal Services,798.21,2026-05-10,2026-06-24,pending,PO-4975
INV-2026-1482,Harborview Consulting Group,1543.27,2026-06-22,2026-07-22,overdue,PO-4722
INV-2026-1483,Apex Logistics LLC,1828.44,2026-05-12,2026-06-11,paid,PO-4653
INV-2026-1484,Premier Print & Design,924.08,2026-05-15,2026-06-29,pending,PO-4410
INV-2026-1485,Cascade HVAC Repair,308.46,2026-04-17,2026-05-17,paid,PO-4190
INV-2026-1486,Northside Security Systems,3095.16,2026-06-14,2026-07-14,paid,PO-4862
INV-2026-1487,Coastal Cleaning Services,782.51,2026-05-28,2026-07-12,pending,PO-4843
INV-2026-1488,Northside Security Systems,217.27,2026-05-01,2026-05-31,pending,PO-4682
INV-2026-1489,Northside Security Systems,412.59,2026-06-17,2026-07-17,paid,PO-4833
INV-2026-1490,Silverline Telecom,358.16,2026-05-30,2026-06-14,overdue,PO-4609
INV-2026-1491,Apex Logistics LLC,645.71,2026-06-06,2026-07-06,paid,PO-4050
INV-2026-1492,BrightPath Marketing,1292.75,2026-05-26,2026-06-25,overdue,PO-4400
INV-2026-1493,Harborview Consulting Group,320.52,2026-05-17,2026-06-16,paid,PO-4331
INV-2026-1494,Brightpath Marketing,967.42,2026-04-05,2026-05-05,paid,PO-4564
INV-2026-1495,Vertex IT Solutions,1278.73,2026-04-09,2026-05-09,pending,PO-4734
INV-2026-1496,Silverline Telecom,4425.43,2026-05-01,2026-05-31,paid,PO-4406
INV-2026-1497,Riverside Payroll Services,2450.0,2026-04-01,2026-04-16,paid,PO-4358
INV-2026-1498,Riverside Payroll Services,2450.0,2026-05-03,2026-05-18,paid,PO-4929
INV-2026-1499,Riverside Payroll Services,2450.0,2026-06-01,2026-06-16,paid,PO-4141
