invoice_number,vendor,amount,invoice_date,due_date,status,po_number
INV-2026-3626,Baystate Facilities,302.39,2026-04-14,2026-04-29,pending,PO-6501
INV-2026-4264,Civic Square Legal,3315.49,2026-04-02,2026-06-01,pending,PO-6290
INV-2026-4161,Wellspring Analytics,950.3,2026-02-24,2026-03-11,overdue,PO-6315
INV-2026-4777,Fleetline Maintenance,573.55,,2026-02-28,paid,PO-6633
INV-2026-5242,SUMMIT OFFICE SUPPLIES,268.91,2026-02-18,2026-03-20,pending,PO-6507
INV-2026-4152,Quartz Design Studio,354.51,2026-05-15,2026-06-29,pending,PO-6287
INV-2026-4140,Meadowbrook Payroll,844.95,2026-01-13,2026-02-27,paid,PO-6397
INV-2026-2561,Harborstone Consulting,225.16,2026-03-01,2026-03-31,overdue,PO-6657
INV-2026-4889,Riverside Cleaning Co,333.19,2026-03-25,2026-04-24,overdue,PO-6809
INV-2026-5118,Zenith IT Consulting,2720.28,2026-05-13,2026-06-12,overdue,PO-6140
INV-2026-4292,Ridgeline HVAC,1162.23,2026-02-17,2026-03-19,pending,PO-6577
INV-2026-4353,IRONCLAD LOGISTICS,688.42,2026-03-14,2026-05-13,pending,PO-6716
INV-2026-4618,IRONCLAD LOGISTICS,377.81,2026-04-01,2026-04-16,pending,PO-6025
INV-2026-3129,Wellspring Analytics,2780.04,2026-05-30,2026-07-14,paid,PO-6217
INV-2026-3714,Delta Freight Solutions,617.8,2026-04-06,2026-05-21,overdue,PO-6300
INV-2026-5273,Trustpoint Insurance,146.19,2026-03-19,2026-04-18,pending,PO-6420
INV-2026-3485,Wellspring Analytics,303.84,2026-06-13,2026-06-28,paid,PO-6573
INV-2026-3871,Northwind Security,1109.43,2026-04-16,2026-05-16,pending,PO-6506
INV-2026-4240,Summit Office Supplies,263.25,2026-04-27,2026-06-11,overdue,PO-6992
INV-2026-4423,Golden Valley Catering,151.19,2026-06-12,2026-07-12,pending,PO-6468
INV-2026-3931,Precision Print Shop,651.49,2026-04-23,2026-05-08,overdue,PO-6898
INV-2026-3621,summit office supplies,3069.82,2026-01-15,2026-03-16,pending,PO-6307
INV-2026-4104,IRONCLAD LOGISTICS,1582.1,2026-03-03,2026-04-02,overdue,PO-6681
INV-2026-2907,Precision Print Shop,1872.71,2026-02-28,2026-04-29,overdue,PO-6491
INV-2026-4472,Everline Distribution,419.98,2026-03-26,2026-04-25,paid,PO-6108
INV-2026-4840,Delta Freight Solutions,2410.64,2026-04-10,2026-05-25,paid,PO-6990
INV-2026-4841,Harborstone Consulting Group,1432.13,2026-02-17,2026-03-19,paid,PO-6051
INV-2026-4110,Zenith IT Consulting,140.52,2026-01-11,2026-02-25,pending,PO-6556
INV-2026-3968,Civic Square Legal,101.42,2026-06-13,2026-07-28,overdue,PO-6193
INV-2026-2512,Northwind Security,6441.12,,2026-03-22,overdue,PO-6742
INV-2026-3892,Riverside Cleaning Co,989.57,2026-01-15,2026-02-14,paid,PO-6098
INV-2026-3041,Fleetline Maintenance,222.6,2026-05-03,2026-07-02,paid,PO-6122
INV-2026-3754,Northwind Security,104.08,2026-06-10,2026-08-09,pending,PO-6246
INV-2026-2960,Trustpoint Insurance,1336.17,2026-05-19,2026-06-18,overdue,PO-6322
INV-2026-4254,Zenith IT Consulting,1633.3,2026-04-01,2026-05-01,overdue,PO-6275
INV-2026-3901,Precision Print Shop,651.84,2026-01-01,2026-01-16,overdue,PO-6832
INV-2026-4936,Trustpoint Insurance,1158.78,2026-06-19,2026-07-19,overdue,PO-6760
INV-2026-4879,Quartz Design Studio,558.04,2026-04-15,2026-05-15,pending,PO-6940
INV-2026-3367,Meadowbrook Payroll,1710.99,2026-02-16,2026-03-18,pending,PO-6129
INV-2026-2320,Meadowbrook Payroll,1529.58,2026-01-01,2026-01-16,paid,PO-6370
INV-2026-4740,Delta Freight Solutions,2758.82,2026-01-28,2026-03-29,paid,PO-6307
INV-2026-3496,Pinnacle Telecom,1756.74,2026-06-14,2026-08-13,overdue,PO-6609
INV-2026-2467,Baystate Facilities,745.84,2026-03-23,2026-04-07,pending,PO-6393
INV-2026-3471,Quartz Design Studio,210.8,2026-04-30,2026-06-29,paid,PO-6407
INV-2026-2422,Ironclad Logistics,366.16,2026-04-05,2026-05-05,paid,PO-6705
INV-2026-3642,Northwind Security,3823.86,2026-03-29,2026-05-13,pending,PO-6125
INV-2026-3489,Riverside Cleaning Co,122.87,2026-02-25,2026-03-27,overdue,PO-6006
INV-2026-4270,summit office supplies,766.37,2026-04-23,2026-05-23,overdue,PO-6755
INV-2026-3556,Northwind Security,2628.86,2026-01-28,2026-03-29,paid,PO-6130
INV-2026-2905,Everline Distribution,4299.78,2026-03-18,2026-04-17,pending,PO-6862
INV-2026-2112,summit office supplies,146.56,2026-01-28,2026-02-27,pending,PO-6775
INV-2026-2780,Summit Office Supplies,2456.87,2026-04-21,2026-05-21,paid,PO-6256
INV-2026-3482,Everline Distribution,3004.12,2026-02-14,2026-03-31,overdue,PO-6947
INV-2026-5048,Riverside Cleaning Co,177.38,2026-04-10,2026-04-25,paid,PO-6226
INV-2026-2469,Harborstone Consulting,,2026-05-11,2026-07-10,pending,PO-6518
INV-2026-3515,Riverside Cleaning Co,,2026-06-22,2026-08-21,overdue,PO-6292
INV-2026-4273,Riverside Cleaning Co,1297.26,2026-03-31,2026-04-30,paid,PO-6610
INV-2026-4239,Baystate Facilities,1300.14,2026-05-29,2026-06-13,overdue,PO-6608
INV-2026-3919,Pinnacle Telecom,6635.71,2026-02-16,2026-03-18,overdue,PO-6526
INV-2026-3913,BluePeak Marketing,2197.46,2026-03-24,2026-04-23,pending,PO-6082
INV-2026-2784,Everline Distribution,289.38,2026-05-23,2026-06-07,paid,PO-6056
INV-2026-2889,Baystate Facilities,363.9,2026-05-08,2026-06-07,overdue,PO-6989
INV-2026-4072,Ridgeline HVAC,207.48,2026-02-04,2026-02-19,overdue,PO-6477
INV-2026-3166,Golden Valley Catering,1480.1,2026-02-24,2026-03-26,overdue,PO-6065
INV-2026-3777,Quartz Design Studio,110.69,2026-05-13,2026-06-12,pending,PO-6651
INV-2026-4569,Everline Distribution,7985.44,2026-04-07,2026-05-07,overdue,PO-6339
INV-2026-2828,Pinnacle Telecom,437.43,2026-03-29,2026-04-28,paid,PO-6708
INV-2026-4336,Ridgeline HVAC,6008.5,2026-05-07,2026-07-06,overdue,PO-6384
INV-2026-2927,Everline Distribution,371.91,2026-06-03,2026-07-03,paid,PO-6305
INV-2026-3853,Ridgeline HVAC,1843.32,2026-03-24,2026-04-23,paid,PO-6992
INV-2026-3546,Ironclad Logistics,108.44,2026-04-10,2026-04-25,paid,PO-6733
INV-2026-5135,Northwind Security,132.47,2026-05-19,2026-07-18,overdue,PO-6790
INV-2026-3600,Northwind Security,273.62,2026-03-31,2026-04-15,overdue,PO-6986
INV-2026-4886,Harborstone Consulting,1286.19,2026-02-15,2026-03-17,overdue,PO-6246
INV-2026-4405,Pinnacle Telecom,3239.53,2026-02-05,2026-03-07,overdue,PO-6892
INV-2026-4022,Zenith IT Consulting,893.15,2026-01-20,2026-03-06,overdue,PO-6635
INV-2026-4757,Golden Valley Catering,104.2,2026-02-16,2026-04-17,overdue,PO-6388
INV-2026-5170,IRONCLAD LOGISTICS,262.66,2026-04-16,2026-05-16,overdue,PO-6170
INV-2026-2935,Everline Distribution,448.25,2026-03-12,2026-04-11,overdue,PO-6393
INV-2026-2244,Fleetline Maintenance,294.48,2026-04-21,2026-05-21,pending,PO-6121
INV-2026-3741,Wellspring Analytics,417.27,2026-02-22,2026-04-23,paid,PO-6875
INV-2026-3002,SUMMIT OFFICE SUPPLIES,541.33,2026-05-17,2026-06-16,overdue,PO-6104
INV-2026-4305,Civic Square Legal,844.04,2026-03-01,2026-04-15,paid,PO-6488
INV-2026-4946,Ridgeline HVAC,708.98,2026-02-10,2026-03-12,paid,PO-6792
INV-2026-3379,Civic Square Legal,8178.14,2026-02-21,2026-04-07,pending,PO-6063
INV-2026-3629,Everline Distribution,2013.57,2026-03-30,2026-04-14,pending,PO-6213
INV-2026-2490,Trustpoint Insurance,804.86,2026-05-02,2026-07-01,paid,PO-6340
INV-2026-4447,Ironclad Logistics,2520.35,2026-04-17,2026-06-01,paid,PO-6335
INV-2026-4092,Pinnacle Telecom,583.12,2026-05-22,2026-07-06,overdue,PO-6275
INV-2026-3713,Delta Freight Solutions,800.86,2026-02-08,2026-03-10,pending,PO-6521
INV-2026-4645,Baystate Facilities,180.07,2026-03-26,2026-04-25,pending,PO-6832
INV-2026-2611,Quartz Design Studio,2352.94,2026-04-04,2026-06-03,paid,PO-6914
INV-2026-4060,Quartz Design Studio,7061.1,,2026-04-28,overdue,PO-6328
INV-2026-3994,Quartz Design Studio,2541.7,2026-02-13,2026-03-15,paid,PO-6974
INV-2026-2455,Northwind Security,423.78,2026-01-10,2026-02-09,pending,PO-6175
INV-2026-2040,Meadowbrook Payroll,2135.12,2026-02-02,2026-03-19,paid,PO-6700
INV-2026-3238,Zenith IT Consulting,11264.49,2026-06-09,2026-07-24,overdue,PO-6268
INV-2026-4159,Riverside Cleaning Co,1075.28,2026-05-07,2026-06-06,pending,PO-6113
INV-2026-4955,Baystate Facilities,258.7,2026-01-15,2026-03-01,paid,PO-6664
INV-2026-4441,Trustpoint Insurance,4828.91,2026-04-07,2026-05-07,pending,PO-6287
INV-2026-4947,Ridgeline HVAC,104.28,2026-06-04,2026-08-03,paid,PO-6605
INV-2026-4199,Ridgeline HVAC,2536.71,2026-01-28,2026-02-12,pending,PO-6542
INV-2026-2428,Riverside Cleaning Co,553.73,2026-05-20,2026-06-19,pending,PO-6401
INV-2026-4197,Harborstone Consulting Group,82.71,2026-02-19,2026-03-06,overdue,PO-6287
INV-2026-2928,Harborstone Consulting,398.47,2026-03-15,2026-04-29,paid,PO-6068
INV-2026-3306,IRONCLAD LOGISTICS,473.14,2026-02-19,2026-03-21,overdue,PO-6060
INV-2026-2603,Meadowbrook Payroll,241.32,2026-01-21,2026-03-07,pending,PO-6906
INV-2026-4639,Fleetline Maintenance,3171.64,,2026-08-16,paid,PO-6486
INV-2026-4705,Wellspring Analytics,1168.77,2026-03-20,2026-04-19,overdue,PO-6763
INV-2026-4111,Riverside Cleaning Co,1501.79,2026-05-30,2026-06-29,paid,PO-6661
INV-2026-3295,summit office supplies,162.8,2026-04-28,2026-05-28,overdue,PO-6293
INV-2026-2675,Everline Distribution,738.15,,2026-02-27,pending,PO-6857
INV-2026-5261,Fleetline Maintenance,238.02,2026-02-05,2026-03-07,paid,PO-6783
INV-2026-4369,BluePeak Marketing,571.84,2026-01-28,2026-02-27,paid,PO-6222
INV-2026-3559,Fleetline Maintenance,477.34,2026-02-28,2026-03-30,overdue,PO-6694
INV-2026-3087,Trustpoint Insurance,347.55,2026-04-23,2026-05-23,paid,PO-6957
INV-2026-2617,BluePeak Marketing,1637.49,2026-05-21,2026-06-20,pending,PO-6949
INV-2026-2940,Ridgeline HVAC,131.52,2026-06-23,2026-07-23,overdue,PO-6878
INV-2026-5025,Wellspring Analytics,4078.28,2026-01-24,2026-02-23,pending,PO-6214
INV-2026-2539,Quartz Design Studio,105.11,2026-06-26,2026-07-26,overdue,PO-6690
INV-2026-4501,Civic Square Legal,855.24,2026-02-05,2026-02-20,pending,PO-6734
INV-2026-5185,Zenith IT Consulting,558.86,2026-03-17,2026-04-01,pending,PO-6066
INV-2026-2165,Baystate Facilities,219.54,2026-01-08,2026-02-07,overdue,PO-6273
INV-2026-3364,Ridgeline HVAC,,2026-02-07,2026-03-24,paid,PO-6770
INV-2026-4636,Trustpoint Insurance,563.27,2026-03-10,2026-05-09,pending,PO-6434
INV-2026-4427,Fleetline Maintenance,1259.59,2026-03-05,2026-05-04,paid,PO-6025
INV-2026-2972,Bluepeak Marketing,27087.92,2026-02-25,2026-03-27,paid,PO-6621
INV-2026-2520,Ironclad Logistics,1887.46,2026-05-09,2026-05-24,pending,PO-6380
INV-2026-4045,Quartz Design Studio,1135.09,2026-03-01,2026-04-30,paid,PO-6192
INV-2026-3092,Everline Distribution,563.56,2026-03-01,2026-03-16,overdue,PO-6143
INV-2026-2503,Trustpoint Insurance,2054.83,2026-01-11,2026-02-25,overdue,PO-6261
INV-2026-2279,Pinnacle Telecom,588.03,2026-06-22,2026-07-07,overdue,PO-6248
INV-2026-3292,Baystate Facilities,305.11,2026-01-08,2026-01-23,paid,PO-6339
INV-2026-3390,Trustpoint Insurance,2033.47,2026-05-14,2026-06-13,paid,PO-6130
INV-2026-2035,Delta Freight Solutions,1744.99,2026-05-31,2026-06-15,pending,PO-6427
INV-2026-4651,Meadowbrook Payroll,184.34,2026-03-16,2026-05-15,overdue,PO-6167
INV-2026-4123,Golden Valley Catering,251.66,2026-04-07,2026-04-22,pending,PO-6018
INV-2026-4622,Delta Freight Solutions,971.14,2026-05-03,2026-06-17,overdue,PO-6014
INV-2026-3296,Golden Valley Catering,3334.61,2026-06-13,2026-06-28,paid,PO-6424
INV-2026-4303,Precision Print Shop,1063.88,2026-05-14,2026-07-13,paid,PO-6336
INV-2026-3900,Precision Print Shop,1251.86,2026-01-16,2026-02-15,overdue,PO-6225
INV-2026-2444,Baystate Facilities,72.38,2026-03-27,2026-04-26,paid,PO-6805
INV-2026-3434,Quartz Design Studio,1482.25,2026-02-03,2026-03-05,pending,PO-6077
INV-2026-2827,Summit Office Supplies,76.84,2026-04-04,2026-05-19,overdue,PO-6407
INV-2026-2697,Golden Valley Catering,1030.89,2026-05-10,2026-05-25,paid,PO-6496
INV-2026-2793,Fleetline Maintenance,5454.17,2026-03-20,2026-04-19,overdue,PO-6323
INV-2026-4307,Delta Freight Solutions,473.46,2026-03-14,2026-04-28,pending,PO-6929
INV-2026-4315,Harborstone Consulting Group,7916.92,2026-02-22,2026-03-24,paid,PO-6476
INV-2026-2084,Trustpoint Insurance,1351.63,2026-03-16,2026-04-15,paid,PO-6960
INV-2026-3710,Zenith IT Consulting,503.77,2026-03-08,2026-05-07,pending,PO-6331
INV-2026-3946,Ridgeline HVAC,427.16,2026-02-15,2026-04-01,pending,PO-6346
INV-2026-2726,Ironclad Logistics,1953.12,2026-01-28,2026-02-27,pending,PO-6501
INV-2026-4818,Trustpoint Insurance,490.06,2026-04-27,2026-05-12,pending,PO-6094
INV-2026-5238,Civic Square Legal,345.93,2026-05-06,2026-06-05,overdue,PO-6166
INV-2026-2357,Everline Distribution,523.45,2026-02-07,2026-04-08,overdue,PO-6566
INV-2026-4117,Everline Distribution,31.25,2026-06-05,2026-07-20,pending,PO-6286
INV-2026-4010,Golden Valley Catering,508.08,2026-06-03,2026-07-03,pending,PO-6618
INV-2026-3818,Fleetline Maintenance,262.34,2026-06-02,2026-08-01,pending,PO-6887
INV-2026-2666,Zenith IT Consulting,1057.61,2026-04-13,2026-05-28,paid,PO-6628
INV-2026-4137,Harborstone Consulting Group,511.65,2026-03-18,2026-05-17,overdue,PO-6353
INV-2026-5138,Bluepeak Marketing,134.26,2026-04-18,2026-06-02,overdue,PO-6674
INV-2026-2223,Ridgeline HVAC,2487.53,2026-04-05,2026-05-05,pending,PO-6821
INV-2026-2791,Ironclad Logistics,1457.92,2026-02-26,2026-03-13,paid,PO-6096
INV-2026-2811,BluePeak Marketing,928.56,2026-06-25,2026-07-25,pending,PO-6056
INV-2026-3391,Summit Office Supplies,959.41,2026-02-10,2026-03-27,pending,PO-6645
INV-2026-4217,Golden Valley Catering,1266.83,2026-06-27,2026-08-26,overdue,PO-6583
INV-2026-4416,Everline Distribution,485.64,2026-05-24,2026-07-23,overdue,PO-6557
INV-2026-4319,Trustpoint Insurance,3917.97,2026-01-31,2026-02-15,paid,PO-6605
INV-2026-2865,Precision Print Shop,141.06,2026-02-21,2026-03-23,paid,PO-6719
INV-2026-3273,BluePeak Marketing,92.76,2026-05-03,2026-06-02,pending,PO-6760
INV-2026-2125,Harborstone Consulting Group,199.19,2026-05-17,2026-06-01,overdue,PO-6916
INV-2026-2242,Delta Freight Solutions LLC,2084.87,2026-04-14,2026-04-29,overdue,PO-6275
INV-2026-3076,Northwind Security,3438.3,2026-05-21,2026-07-20,paid,PO-6228
INV-2026-5208,Northwind Security,2075.12,2026-03-18,2026-04-17,pending,PO-6956
INV-2026-3911,Bluepeak Marketing,2821.28,2026-01-09,2026-02-08,overdue,PO-6304
INV-2026-2268,Delta Freight Solutions LLC,281.99,2026-05-31,2026-06-30,overdue,PO-6845
INV-2026-2439,Ridgeline HVAC,748.61,2026-06-23,2026-07-23,paid,PO-6883
INV-2026-3342,Ironclad Logistics,438.12,2026-04-29,2026-06-13,paid,PO-6791
INV-2026-5278,Meadowbrook Payroll,5200.0,2026-03-04,2026-03-19,paid,PO-6446
INV-2026-4232,SUMMIT OFFICE SUPPLIES,1491.36,2026-01-18,2026-02-02,paid,PO-6509
INV-2026-4683,Harborstone Consulting Group,1303.88,2026-06-29,2026-08-28,paid,PO-6943
INV-2026-2289,Delta Freight Solutions,948.95,2026-06-02,2026-07-02,overdue,PO-6865
INV-2026-4513,Harborstone Consulting,3059.29,2026-02-12,2026-02-27,pending,PO-6396
INV-2026-2714,Everline Distribution,6381.93,2026-06-14,2026-07-29,paid,PO-6640
INV-2026-3983,Meadowbrook Payroll,111.45,2026-01-23,2026-02-22,pending,PO-6384
INV-2026-4913,Trustpoint Insurance,179.65,2026-06-11,2026-07-11,overdue,PO-6613
INV-2026-3552,Golden Valley Catering,490.91,2026-03-01,2026-03-31,overdue,PO-6018
INV-2026-2989,Zenith IT Consulting,1096.2,,2026-07-29,overdue,PO-6715
INV-2026-2074,Quartz Design Studio,252.15,2026-03-15,2026-03-30,pending,PO-6288
INV-2026-2486,Harborstone Consulting,2505.16,2026-05-21,2026-07-20,pending,PO-6589
INV-2026-2573,Pinnacle Telecom,978.58,2026-04-26,2026-05-11,paid,PO-6722
INV-2026-3419,Harborstone Consulting Group,1682.2,2026-06-19,2026-07-19,paid,PO-6204
INV-2026-4548,BluePeak Marketing,1550.99,2026-03-18,2026-04-17,paid,PO-6557
INV-2026-5124,Wellspring Analytics,2250.94,2026-01-09,2026-01-24,pending,PO-6454
INV-2026-4614,Ridgeline HVAC,2553.68,2026-06-14,2026-07-14,pending,PO-6144
INV-2026-3015,Everline Distribution,7110.1,2026-05-06,2026-06-05,pending,PO-6597
INV-2026-2620,Wellspring Analytics,131.16,2026-05-10,2026-06-09,paid,PO-6952
INV-2026-2911,Zenith IT Consulting,1378.63,2026-01-03,2026-02-02,pending,PO-6759
INV-2026-4184,Wellspring Analytics,147.86,2026-06-25,2026-07-25,paid,PO-6735
INV-2026-3923,Wellspring Analytics,1184.63,2026-03-19,2026-05-18,pending,PO-6317
INV-2026-2707,Precision Print Shop,996.37,2026-02-12,2026-04-13,paid,PO-6551
INV-2026-3610,Quartz Design Studio,547.28,2026-02-22,2026-04-08,paid,PO-6336
INV-2026-4976,Precision Print Shop,1188.06,2026-01-13,2026-02-12,pending,PO-6896
INV-2026-3243,Fleetline Maintenance,136.65,2026-02-25,2026-03-27,pending,PO-6753
INV-2026-2427,Ironclad Logistics,340.43,2026-06-19,2026-08-18,pending,PO-6067
INV-2026-3760,Quartz Design Studio,1718.54,2026-04-16,2026-05-16,pending,PO-6822
INV-2026-3781,Fleetline Maintenance,1099.58,2026-04-13,2026-05-13,paid,PO-6695
INV-2026-4538,Precision Print Shop,1049.67,2026-06-29,2026-07-29,pending,PO-6815
INV-2026-3838,Meadowbrook Payroll,639.02,2026-06-27,2026-07-27,overdue,PO-6660
INV-2026-2218,Golden Valley Catering,851.93,2026-05-04,2026-06-03,pending,PO-6415
INV-2026-4733,Delta Freight Solutions LLC,729.44,2026-03-27,2026-05-26,pending,PO-6546
INV-2026-3725,Quartz Design Studio,449.84,2026-04-21,2026-06-05,pending,PO-6805
INV-2026-2162,Pinnacle Telecom,849.42,2026-05-19,2026-06-03,paid,PO-6404
INV-2026-3934,Fleetline Maintenance,412.37,2026-01-23,2026-03-09,pending,PO-6403
INV-2026-2495,Wellspring Analytics,37.97,2026-02-20,2026-03-22,paid,PO-6614
INV-2026-4896,Fleetline Maintenance,845.71,2026-06-05,2026-07-05,paid,PO-6291
INV-2026-3354,Ironclad Logistics,474.73,2026-05-20,2026-07-19,overdue,PO-6055
INV-2026-3337,Ironclad Logistics,775.69,2026-02-06,2026-03-23,pending,PO-6300
INV-2026-4340,Riverside Cleaning Co,365.59,2026-04-19,2026-05-19,paid,PO-6576
INV-2026-4562,SUMMIT OFFICE SUPPLIES,1046.49,2026-02-18,2026-04-19,pending,PO-6390
INV-2026-3864,Everline Distribution,3435.72,2026-05-13,2026-06-27,pending,PO-6836
INV-2026-4972,Zenith IT Consulting,502.04,2026-06-23,2026-08-07,pending,PO-6939
INV-2026-4194,Pinnacle Telecom,3525.04,2026-03-05,2026-05-04,pending,PO-6607
INV-2026-2451,Fleetline Maintenance,3661.62,2026-03-25,2026-04-09,overdue,PO-6977
INV-2026-4028,Fleetline Maintenance,108.77,2026-05-12,2026-06-11,overdue,PO-6920
INV-2026-3787,Zenith IT Consulting,1905.72,2026-06-18,2026-07-18,overdue,PO-6951
INV-2026-2727,Pinnacle Telecom,1772.31,2026-03-02,2026-03-17,paid,PO-6020
INV-2026-4313,Summit Office Supplies,1563.37,,2026-03-09,overdue,PO-6987
INV-2026-2045,Ridgeline HVAC,446.07,2026-05-06,2026-07-05,overdue,PO-6077
INV-2026-5243,IRONCLAD LOGISTICS,179.77,2026-01-29,2026-02-28,pending,PO-6624
INV-2026-4115,Precision Print Shop,761.35,2026-06-17,2026-07-17,pending,PO-6678
INV-2026-2099,Meadowbrook Payroll,261.89,2026-02-02,2026-04-03,paid,PO-6122
INV-2026-5134,Golden Valley Catering,482.07,2026-05-10,2026-07-09,overdue,PO-6891
INV-2026-5262,Trustpoint Insurance,965.07,2026-01-08,2026-02-07,paid,PO-6178
INV-2026-4532,Northwind Security,175.92,2026-01-20,2026-03-21,overdue,PO-6151
INV-2026-2813,Meadowbrook Payroll,1493.31,2026-03-18,2026-04-02,overdue,PO-6823
INV-2026-2658,Riverside Cleaning Co,2858.55,2026-02-18,2026-04-19,pending,PO-6853
INV-2026-3329,Delta Freight Solutions LLC,1637.77,2026-02-07,2026-03-09,paid,PO-6073
INV-2026-4077,Meadowbrook Payroll,2256.21,2026-05-25,2026-06-09,overdue,PO-6854
INV-2026-3071,Zenith IT Consulting,1036.36,2026-01-03,2026-02-17,pending,PO-6752
INV-2026-3097,IRONCLAD LOGISTICS,1965.98,2026-06-25,2026-07-10,pending,PO-6360
INV-2026-4875,Riverside Cleaning Co,11477.02,2026-05-07,2026-06-21,overdue,PO-6647
INV-2026-2047,Ridgeline HVAC,1176.72,2026-06-11,2026-07-26,pending,PO-6628
INV-2026-4165,SUMMIT OFFICE SUPPLIES,413.12,2026-01-11,2026-02-10,paid,PO-6934
INV-2026-5246,Fleetline Maintenance,405.38,2026-01-04,2026-02-03,pending,PO-6935
INV-2026-3042,Northwind Security,799.88,2026-04-13,2026-05-13,paid,PO-6512
INV-2026-2604,Ridgeline HVAC,745.59,2026-03-08,2026-04-22,paid,PO-6896
INV-2026-3270,Wellspring Analytics,446.37,2026-04-26,2026-05-26,overdue,PO-6614
INV-2026-4097,Zenith IT Consulting,1515.2,2026-05-30,2026-07-14,paid,PO-6619
INV-2026-3909,Zenith IT Consulting,400.6,2026-01-30,2026-03-16,paid,PO-6473
INV-2026-2018,Fleetline Maintenance,715.68,2026-02-16,2026-03-03,pending,PO-6913
INV-2026-2110,IRONCLAD LOGISTICS,382.05,2026-04-19,2026-05-19,pending,PO-6349
INV-2026-3535,Riverside Cleaning Co,5242.12,2026-04-26,2026-05-26,pending,PO-6423
INV-2026-3321,Baystate Facilities,,2026-06-14,2026-07-14,paid,PO-6296
INV-2026-3569,Everline Distribution,55.6,2026-02-02,2026-03-04,overdue,PO-6559
INV-2026-2171,Harborstone Consulting Group,1444.45,2026-05-25,2026-06-24,overdue,PO-6883
INV-2026-4825,Wellspring Analytics,3568.22,2026-06-13,2026-07-28,overdue,PO-6556
INV-2026-3898,Harborstone Consulting Group,93.95,2026-03-22,2026-04-06,overdue,PO-6684
INV-2026-2938,BluePeak Marketing,7625.57,2026-02-20,2026-04-06,paid,PO-6736
INV-2026-4355,Fleetline Maintenance,1246.02,2026-04-10,2026-05-10,paid,PO-6615
INV-2026-4449,Baystate Facilities,3556.09,2026-01-07,2026-02-06,pending,PO-6711
INV-2026-2917,Golden Valley Catering,1392.27,2026-06-17,2026-08-16,overdue,PO-6471
INV-2026-2668,Civic Square Legal,577.93,2026-01-10,2026-01-25,paid,PO-6775
INV-2026-4374,Zenith IT Consulting,585.95,2026-03-03,2026-05-02,overdue,PO-6839
INV-2026-3335,Northwind Security,2854.64,2026-06-12,2026-07-12,pending,PO-6275
INV-2026-4858,Ironclad Logistics,898.91,2026-05-14,2026-07-13,pending,PO-6600
INV-2026-4580,Bluepeak Marketing,258.91,2026-06-15,2026-07-15,overdue,PO-6893
INV-2026-2407,Pinnacle Telecom,269.28,2026-04-05,2026-05-05,paid,PO-6546
INV-2026-2864,Civic Square Legal,372.96,2026-03-13,2026-04-27,overdue,PO-6047
INV-2026-2308,Meadowbrook Payroll,685.49,2026-04-14,2026-05-14,paid,PO-6704
INV-2026-5129,SUMMIT OFFICE SUPPLIES,954.27,2026-06-09,2026-07-09,paid,PO-6321
INV-2026-3286,Golden Valley Catering,1542.81,2026-06-12,2026-06-27,overdue,PO-6974
INV-2026-2578,Baystate Facilities,766.92,2026-02-17,2026-03-19,pending,PO-6285
INV-2026-3789,Quartz Design Studio,1907.06,2026-02-13,2026-03-15,paid,PO-6556
INV-2026-3280,Civic Square Legal,1598.71,2026-05-23,2026-07-22,paid,PO-6332
INV-2026-5077,Wellspring Analytics,2623.04,2026-04-13,2026-04-28,paid,PO-6299
INV-2026-4048,Civic Square Legal,1856.05,2026-02-17,2026-03-19,pending,PO-6043
INV-2026-4676,Harborstone Consulting Group,663.78,2026-05-13,2026-05-28,pending,PO-6425
INV-2026-4660,Zenith IT Consulting,601.11,2026-04-18,2026-06-02,paid,PO-6721
INV-2026-2968,Civic Square Legal,3887.48,2026-05-18,2026-07-02,pending,PO-6317
INV-2026-4420,Baystate Facilities,235.21,2026-03-31,2026-04-30,overdue,PO-6360
INV-2026-2097,Precision Print Shop,119.17,2026-01-10,2026-02-09,paid,PO-6349
INV-2026-2598,Pinnacle Telecom,1309.68,2026-06-25,2026-07-10,pending,PO-6651
INV-2026-2430,BluePeak Marketing,525.64,2026-04-17,2026-05-17,paid,PO-6369
INV-2026-4885,Civic Square Legal,245.85,2026-02-01,2026-03-03,paid,PO-6061
INV-2026-4366,Harborstone Consulting Group,363.39,2026-01-22,2026-03-23,overdue,PO-6603
INV-2026-2522,Meadowbrook Payroll,2845.01,2026-03-14,2026-05-13,overdue,PO-6097
INV-2026-3483,Ironclad Logistics,1817.32,2026-02-27,2026-03-29,pending,PO-6262
INV-2026-5098,Civic Square Legal,454.11,2026-04-03,2026-05-03,paid,PO-6437
INV-2026-3305,Fleetline Maintenance,493.0,2026-04-29,2026-06-28,pending,PO-6663
INV-2026-2088,Golden Valley Catering,87.51,2026-03-25,2026-05-24,pending,PO-6187
INV-2026-4961,Baystate Facilities,3087.17,2026-03-22,2026-05-21,overdue,PO-6879
INV-2026-2101,Zenith IT Consulting,229.96,2026-02-28,2026-03-30,paid,PO-6953
INV-2026-3357,Zenith IT Consulting,179.57,2026-06-28,2026-08-12,overdue,PO-6835
INV-2026-3393,Trustpoint Insurance,7457.34,2026-06-06,2026-08-05,pending,PO-6797
INV-2026-2844,IRONCLAD LOGISTICS,1192.13,2026-02-18,2026-04-19,pending,PO-6626
